,buy_hold,DQN
total_return,6.183106852756138,6.454780343255148
annual_return,0.6871283062071942,0.7047813495435595
volatility,3.1555839294477295,3.1562710865544354
sharpe_ratio,0.21458098448539792,0.22012727376406133
max_drawdown,0.8028187585027609,0.802818758502761
sortino_ratio,0.46119988040940657,0.472591932923334
calmar_ratio,0.8558946822426935,0.8778835099194257
